arrival_time,inter_arrival_time,request_id,scenario,theoretical_rate
0.04692680899768591,0.04692680899768591,0,low_load,10
0.34793895208943804,0.3010121430917521,1,low_load,10
0.47961352144398295,0.13167456935454494,2,low_load,10
0.5709077768215782,0.09129425537759533,3,low_load,10
0.5878702638678128,0.01696248704623463,4,low_load,10
0.6048298930592734,0.016959629191460518,5,low_load,10
0.6108137699201415,0.005983876860868068,6,low_load,10
0.8119368563681354,0.20112308644799395,7,low_load,10
0.9038450717308618,0.09190821536272646,8,low_load,10
1.0269700779013209,0.12312500617045903,9,low_load,10
1.0290500087012346,0.0020799307999138624,10,low_load,10
1.3794057562170658,0.3503557475158312,11,low_load,10
1.5580487105525334,0.1786429543354675,12,low_load,10
1.5819174730774281,0.0238687625248947,13,low_load,10
1.6019853719523944,0.020067898874966336,14,low_load,10
1.6222465142356202,0.020261142283225706,15,low_load,10
1.6585218871816678,0.03627537294604771,16,low_load,10
1.7329146702677534,0.07439278308608545,17,low_load,10
1.789468376945787,0.056553706678033666,18,low_load,10
1.8238906762011813,0.034422299255394154,19,low_load,10
1.918527763591161,0.09463708738997988,20,low_load,10
1.9335512164638948,0.015023452872733867,21,low_load,10
1.968102767664135,0.03455155120024023,22,low_load,10
2.01373048948622,0.04562772182208471,23,low_load,10
2.0746239582721975,0.060893468785977505,24,low_load,10
2.2284175593752886,0.1537936011030912,25,low_load,10
2.2506911455881577,0.02227358621286903,26,low_load,10
2.3228940610914703,0.07220291550331277,27,low_load,10
2.4126445332224464,0.08975047213097606,28,low_load,10
2.417400918198087,0.004756384975640855,29,low_load,10
2.510934220263048,0.09353330206496102,30,low_load,10
2.52963034546079,0.018696125197741643,31,low_load,10
2.53635673854872,0.006726393087930424,32,low_load,10
2.833725517899413,0.2973687793506931,33,low_load,10
3.17078855214553,0.3370630342461173,34,low_load,10
3.336021709426818,0.16523315728128768,35,low_load,10
3.3723504954236936,0.03632878599687583,36,low_load,10
3.382628226923944,0.010277731500250624,37,low_load,10
3.49790330323381,0.11527507630986618,38,low_load,10
3.55591238749235,0.05800908425853984,39,low_load,10
3.568927610887795,0.013015223395444864,40,low_load,10
3.63728233370121,0.06835472281341502,41,low_load,10
3.640781705845558,0.003499372144347909,42,low_load,10
3.8808239945848606,0.2400422887393024,43,low_load,10
3.9107697722689294,0.02994577768406861,44,low_load,10
4.019395352125428,0.10862557985649804,45,low_load,10
4.05675001029119,0.03735465816576237,46,low_load,10
4.130161099882113,0.07341108959092287,47,low_load,10
4.209283479680293,0.07912237979817976,48,low_load,10
4.229722339631084,0.020438859950790575,49,low_load,10
4.5790030529047065,0.34928071327362264,50,low_load,10
4.728227590618521,0.14922453771381408,51,low_load,10
5.008737032547679,0.2805094419291582,52,low_load,10
5.233952232301099,0.22521519975341966,53,low_load,10
5.325057673539426,0.0911054412383275,54,low_load,10
5.580001211466366,0.2549435379269405,55,low_load,10
5.589266757361678,0.009265545895311563,56,low_load,10
5.611080226824805,0.021813469463126747,57,low_load,10
5.615708423393488,0.004628196568683195,58,low_load,10
5.655061632073797,0.039353208680308685,59,low_load,10
5.704274661253218,0.04921302917942186,60,low_load,10
5.735930705574101,0.03165604432088257,61,low_load,10
5.912386492098195,0.1764557865240934,62,low_load,10
5.956509192051182,0.04412269995298702,63,low_load,10
5.989489476064606,0.03298028401342492,64,low_load,10
6.067730184385381,0.07824070832077461,65,low_load,10
6.082919999167443,0.015189814782062886,66,low_load,10
6.2449683587449165,0.16204835957747313,67,low_load,10
6.252715945626047,0.007747586881130902,68,low_load,10
6.686130579584779,0.433414633958732,69,low_load,10
6.83407895720893,0.14794837762415114,70,low_load,10
6.856232901259518,0.022153944050588598,71,low_load,10
6.856786643297111,0.0005537420375935475,72,low_load,10
7.025776321045724,0.16898967774861262,73,low_load,10
7.148485911784428,0.12270959073870447,74,low_load,10
7.2790522026632285,0.1305662908787999,75,low_load,10
7.42657365526758,0.14752145260435134,76,low_load,10
7.434266581818959,0.007692926551379636,77,low_load,10
7.478655849060583,0.04438926724162325,78,low_load,10
7.490970859521028,0.012315010460444966,79,low_load,10
7.68982381668685,0.1988529571658223,80,low_load,10
7.787453935858087,0.09763011917123741,81,low_load,10
7.827635815983217,0.040181880125130104,82,low_load,10
7.834202622563695,0.006566806580478289,83,low_load,10
7.8714514576047305,0.03724883504103537,84,low_load,10
7.910782878923143,0.039331421318413134,85,low_load,10
8.041570457318917,0.1307875783957741,86,low_load,10
8.14305939321152,0.101488935892602,87,low_load,10
8.36128458445167,0.2182251912401515,88,low_load,10
8.425191197789301,0.06390661333763098,89,low_load,10
8.437928437150852,0.01273723936155019,90,low_load,10
8.562841071582511,0.12491263443165995,91,low_load,10
8.705880346890197,0.14303927530768643,92,low_load,10
8.78826909637878,0.08238874948858288,93,low_load,10
8.935658093050916,0.14738899667213645,94,low_load,10
9.003739566201943,0.06808147315102779,95,low_load,10
9.07770745007967,0.07396788387772671,96,low_load,10
9.133488869470513,0.05578141939084274,97,low_load,10
9.136063646869525,0.002574777399011373,98,low_load,10
9.147480390388711,0.011416743519186584,99,low_load,10
9.150673758518018,0.0031933681293053826,100,low_load,10
9.251846713610773,0.10117295509275495,101,low_load,10
9.289586384490283,0.03773967087950999,102,low_load,10
9.360630102203702,0.07104371771341901,103,low_load,10
9.5987566551883,0.23812655298459756,104,low_load,10
9.62743053748663,0.028673882298329834,105,low_load,10
9.680258734974897,0.05282819748826726,106,low_load,10
9.821133649728756,0.14087491475385835,107,low_load,10
9.847114165420495,0.025980515691739405,108,low_load,10
9.855124593275512,0.008010427855017637,109,low_load,10
9.889338623664218,0.034214030388705706,110,low_load,10
9.906919459514224,0.017580835850006287,111,low_load,10
10.172414468102287,0.26549500858806246,112,low_load,10
10.337503176150744,0.16508870804845696,113,low_load,10
10.437852595202797,0.10034941905205311,114,low_load,10
10.643004568254877,0.20515197305208133,115,low_load,10
10.805801462328933,0.16279689407405565,116,low_load,10
10.826451009964797,0.020649547635863907,117,low_load,10
11.049532350488354,0.2230813405235561,118,low_load,10
11.127042340684971,0.0775099901966172,119,low_load,10
11.291777169815328,0.16473482913035664,120,low_load,10
11.51820143474395,0.22642426492862314,121,low_load,10
11.556474506385783,0.03827307164183185,122,low_load,10
11.568133722398168,0.011659216012385084,123,low_load,10
11.594002397012106,0.025868674613938138,124,low_load,10
11.649708166286969,0.05570576927486144,125,low_load,10
11.820091138950863,0.17038297266389452,126,low_load,10
12.017225636138846,0.19713449718798334,127,low_load,10
12.017923277057012,0.0006976409181650647,128,low_load,10
12.089410892990868,0.07148761593385558,129,low_load,10
12.143438225082734,0.054027332091867136,130,low_load,10
12.168554958910317,0.02511673382758245,131,low_load,10
12.181322998064882,0.012768039154564682,132,low_load,10
12.222513856051126,0.04119085798624325,133,low_load,10
12.508825968320242,0.28631211226911496,134,low_load,10
12.547864348608389,0.03903838028814744,135,low_load,10
12.621009629184405,0.0731452805760152,136,low_load,10
12.74241832687249,0.12140869768808549,137,low_load,10
